od,do,odleglosc,czas_rano,czas_poludnie,czas_wieczor
166,734,7.38,14,9,9
166,749,6.37,11,8,7
166,756,7.0,11,7,11
166,779,7.75,20,15,18
166,780,9.76,16,13,20
166,804,11.44,13,7,9
166,814,11.48,26,18,20
166,833,2.52,3,3,3
166,835,8.48,12,7,10
166,840,1.59,1,1,1
166,843,6.56,21,12,14
166,849,2.56,5,3,5
166,851,9.88,17,11,14
166,884,8.92,13,6,12
166,898,10.38,31,16,23
166,910,10.03,11,6,6
166,912,6.77,12,6,8
166,936,10.54,23,20,27
166,951,11.75,28,18,28
166,972,6.46,11,8,9
167,191,6.76,10,6,6
167,227,7.94,16,10,12
167,235,9.85,12,11,15
167,300,6.47,14,6,8
167,304,8.28,8,7,8
167,308,3.19,4,3,3
167,370,6.46,13,8,9
167,379,9.91,20,14,19
167,440,11.23,23,14,21
167,475,8.35,14,7,11
167,481,10.85,15,10,9
167,484,11.81,31,20,24
167,497,10.22,16,6,12
167,528,5.03,7,4,5
167,565,2.19,4,3,3
167,612,6.36,8,6,8
167,619,4.16,6,3,5
167,637,10.4,11,6,11
167,660,6.44,11,6,11
167,664,2.44,4,3,3
167,695,7.73,10,5,8
167,754,7.59,11,6,6
167,767,10.28,12,8,15
167,802,10.35,11,6,11
167,804,7.87,19,16,16
167,835,6.93,11,5,6
167,851,7.5,10,5,7
167,898,4.43,8,4,7
167,917,9.54,19,12,15
167,918,7.27,7,5,6
167,922,9.98,19,13,16
167,981,8.76,15,7,11
168,205,9.55,19,15,16
168,225,1.26,1,1,1
168,236,7.75,11,5,8
168,302,10.97,20,14,18
168,321,7.65,10,6,8
168,374,4.99,8,4,6
168,386,0.65,1,1,1
168,394,2.12,3,2,2
168,425,9.7,21,10,18
168,427,3.88,10,4,6
168,435,7.15,16,13,13
168,470,11.45,18,13,12
168,473,6.54,9,5,9
168,489,9.36,9,8,10
168,524,10.03,14,9,13
168,538,8.83,13,8,9
168,555,9.01,18,13,18
168,564,5.93,12,7,7
168,575,10.31,12,7,8
168,610,7.2,21,11,17
168,638,6.91,10,4,8
168,640,4.06,9,4,6
168,661,6.01,13,6,7
168,668,8.78,15,13,13
168,678,5.51,8,3,4
168,731,5.04,16,7,14
168,745,2.14,3,1,2
168,760,6.18,21,13,15
168,775,11.68,11,9,13
168,784,11.2,18,10,11
168,791,10.54,11,6,8
168,797,10.71,25,17,18
168,830,2.52,2,1,2
168,902,11.35,15,7,10
168,920,7.58,14,10,12
168,961,11.06,35,15,29
168,964,7.12,12,10,14
168,970,9.91,27,15,19
169,195,10.83,17,10,17
169,213,7.65,23,13,14
169,232,3.59,4,3,4
169,253,10.57,25,15,22
169,290,7.49,12,8,11
169,295,8.91,9,5,7
169,314,4.68,8,5,7
169,320,9.32,25,18,18
169,368,10.41,30,19,22
169,449,10.9,29,18,27
169,478,3.04,4,3,3
169,483,9.19,14,10,9
169,510,11.68,27,16,14
169,544,7.23,7,5,7
169,561,5.03,10,5,5
169,570,5.09,6,3,3
169,577,9.03,14,10,12
169,582,5.35,7,4,5
169,583,11.9,16,12,16
169,607,11.71,30,23,30
169,611,11.08,22,12,18
169,616,8.59,14,11,11
169,635,3.02,9,4,7
169,721,1.27,1,1,1
169,732,11.07,29,16,22
169,739,9.17,21,10,15
169,795,6.73,9,5,8
169,859,8.25,24,13,17
169,870,4.64,14,6,7
169,880,9.59,23,13,23
169,893,11.68,34,17,21
169,905,11.55,16,9,12
169,946,9.28,9,5,8
169,948,10.24,9,6,9
169,949,2.82,5,2,4
169,965,8.9,16,8,14
169,971,9.69,24,14,17
169,974,11.88,14,9,14
170,182,5.4,6,4,4
170,195,8.54,13,8,11
170,256,6.99,8,5,5
170,259,2.57,2,1,2
170,345,11.59,29,17,22
170,354,8.74,7,6,5
170,368,9.93,13,6,11
170,402,8.86,14,8,8
170,437,10.24,19,11,16
170,493,2.81,4,3,3
170,506,11.94,30,18,26
170,549,9.87,11,7,7
170,567,1.69,2,1,1
170,607,11.48,23,14,16
170,608,9.72,31,17,26
170,625,11.17,23,11,13
170,662,5.92,10,4,6
170,713,6.94,16,11,19
170,724,5.93,8,6,5
170,854,11.07,25,20,25
170,859,10.81,16,9,15
170,878,8.05,17,11,17
170,880,10.28,24,18,28
170,925,8.55,14,8,12
170,955,11.2,9,7,7
170,965,11.37,16,7,11
170,982,11.95,26,21,26
170,993,2.11,3,2,2
170,999,6.0,20,10,12
171,178,10.53,34,17,20
171,181,10.54,29,16,17
171,184,3.84,4,3,3
171,190,7.78,12,8,9
171,286,9.44,15,10,11
171,294,4.59,6,3,4
171,309,8.96,10,9,10
171,318,3.22,9,6,7
171,341,4.33,11,8,12
171,350,10.19,20,11,11
171,365,10.43,26,14,23
171,382,11.63,24,15,18
171,395,5.77,8,6,5
171,406,1.53,1,1,1
171,443,4.99,16,8,10
171,457,10.89,16,13,17
171,467,9.59,18,11,16
171,496,9.54,19,16,18
171,529,11.8,38,22,30
171,551,2.47,3,3,3
171,600,9.71,8,6,6
171,604,2.87,6,3,5
171,629,2.33,6,3,3
171,633,8.41,17,12,17
171,688,4.53,5,4,5
171,719,11.2,15,7,13
171,743,10.08,15,9,12
171,755,9.55,24,14,18
171,782,10.28,11,9,10
171,790,4.73,11,8,11
171,793,5.89,13,10,11
171,816,5.27,9,7,6
171,825,6.41,12,7,6
171,864,9.59,18,11,12
171,868,7.75,7,6,5
171,919,9.13,14,8,13
171,939,11.16,19,9,17
171,956,6.29,9,5,6
171,962,4.05,6,3,4
171,987,9.6,17,8,10
172,183,8.91,27,15,21
172,207,2.91,9,5,7
172,263,8.78,25,15,19
172,306,10.31,25,14,21
172,369,10.78,21,16,18
172,378,8.37,14,7,12
172,390,9.24,19,12,11
172,401,9.72,16,8,11
172,412,8.6,15,6,9
172,420,4.97,11,5,8
172,477,3.14,3,2,3
172,530,8.55,16,10,14
172,539,9.29,9,6,6
172,560,6.84,11,6,8
172,591,11.94,20,13,18
172,624,10.68,17,10,16
172,687,4.52,6,3,3
172,691,9.53,29,17,21
172,700,7.18,11,6,6
172,742,8.82,19,13,19
172,757,11.91,21,11,17
172,826,7.73,13,7,9
172,836,5.01,7,5,8
172,867,7.94,7,6,4
172,895,7.33,23,13,17
172,931,2.76,4,2,3
172,950,7.36,7,6,8
172,968,11.38,34,16,30
172,977,10.83,17,13,18
172,995,8.61,19,13,17
173,211,9.79,15,10,10
173,216,1.94,2,1,2
173,316,10.21,28,15,16
173,339,1.04,1,1,1
173,408,7.89,19,13,11
173,421,5.97,8,5,7
173,430,4.21,7,5,8
173,451,10.64,21,17,25
173,507,2.89,4,2,4
173,535,6.4,8,4,4
173,572,5.33,9,5,7
173,602,5.14,6,4,4
173,627,7.67,14,6,9
173,651,9.18,9,7,8
173,976,3.66,7,5,7
173,998,9.08,20,13,21
174,218,6.22,11,7,8
174,239,3.19,7,4,5
174,240,12.0,20,15,19
174,258,9.88,27,14,22
174,275,8.45,21,13,16
174,291,4.71,14,9,10
174,301,11.79,22,17,16
174,317,6.17,19,11,12
174,351,7.19,16,8,10
174,389,9.15,19,14,20
174,400,11.97,18,14,19
174,411,10.71,33,19,19
174,431,7.94,12,8,10
174,432,9.77,16,8,11
174,439,5.14,14,9,11
174,453,10.76,25,13,17
174,501,2.38,4,4,3
174,646,9.34,17,9,11
174,648,9.49,10,6,10
174,679,8.45,11,8,15
174,702,9.09,30,17,20
174,716,6.81,17,7,12
174,733,5.95,12,9,9
174,764,3.49,4,2,4
174,786,10.75,17,9,15
174,832,7.32,12,6,10
174,872,8.46,20,10,15
174,874,1.75,3,2,2
174,875,9.24,20,10,14
174,937,10.57,23,15,21
174,943,6.03,11,10,14
174,944,3.83,5,3,4
174,967,8.13,17,13,18
175,194,8.97,18,11,11
175,210,4.91,5,3,6
175,217,4.92,12,9,8
175,226,5.91,9,5,5
175,227,8.45,8,4,5
175,237,6.4,6,4,5
175,248,9.18,26,11,14
175,273,4.37,13,9,12
175,281,9.19,17,12,12
175,305,3.46,7,3,4
175,331,2.53,4,3,4
175,391,7.94,22,10,17
175,438,10.64,10,8,12
175,462,11.37,15,11,12
175,475,11.74,31,18,29
175,480,2.94,7,4,4
175,482,6.93,6,5,6
175,626,10.29,13,8,12
175,659,7.6,13,10,10
175,666,10.06,14,8,12
175,686,10.26,24,12,20
175,714,8.72,13,7,9
175,734,11.18,25,11,18
175,743,9.58,29,16,24
175,749,3.43,11,6,8
175,756,10.71,21,15,24
175,779,8.36,25,15,17
175,780,5.91,14,6,8
175,804,9.57,11,8,11
175,814,7.64,11,7,8
175,822,9.39,9,5,7
175,827,11.84,32,19,23
175,833,5.72,6,3,6
175,835,7.68,10,5,5
175,840,5.48,10,7,8
175,843,10.3,27,15,20
175,849,2.58,5,3,5
175,851,8.33,7,6,9
175,864,11.46,18,9,15
175,884,5.71,12,9,8
175,898,10.08,17,11,14
175,912,2.91,6,3,5
175,951,11.67,22,15,24
175,972,3.56,5,4,5
176,180,5.9,13,7,6
176,197,8.53,19,13,19
176,206,10.05,19,12,12
176,245,2.16,6,3,5
176,254,8.46,15,9,13
176,255,11.64,19,13,20
176,256,11.37,37,17,21
176,267,5.56,13,7,9
176,345,6.41,13,10,12
176,361,9.95,22,12,11
176,376,8.15,17,11,8
176,402,6.41,12,9,14
176,409,8.63,20,14,20
176,437,7.27,9,6,7
176,464,7.54,11,7,10
176,503,10.15,19,12,16
176,506,4.94,9,6,10
176,509,9.48,13,7,8
176,512,8.29,16,7,10
176,542,11.38,28,12,15
176,556,1.44,3,1,2
176,608,4.55,7,5,4
176,625,7.77,7,5,7
176,662,8.26,23,14,20
176,748,11.4,24,14,14
176,758,7.44,15,10,13
176,799,10.97,18,16,18
176,809,3.14,9,6,8
176,821,6.78,15,8,16
176,829,7.03,7,6,6
176,841,10.75,20,15,20
176,854,8.68,14,6,9
176,878,6.82,19,11,15
176,892,3.73,4,3,4
176,906,8.69,10,5,7
176,908,3.0,3,1,2
176,925,8.04,20,9,11
176,945,9.62,11,5,6
176,955,3.2,5,2,3
176,966,5.26,7,5,4
177,191,11.43,35,23,33
177,192,10.99,15,13,15
177,221,10.61,27,13,16
177,231,7.21,16,11,11
177,235,8.08,20,9,12
177,238,9.46,19,12,18
177,278,5.69,13,7,7
177,300,11.78,29,16,17
177,324,7.7,18,9,13
177,327,11.74,27,17,24
177,352,1.15,2,1,1
177,358,3.42,7,4,4
177,359,4.62,10,6,11
177,440,6.94,8,7,8
177,450,9.45,26,16,22
177,484,10.87,25,11,17
177,492,5.78,10,4,8
177,523,6.75,9,3,5
177,605,4.79,11,9,12
177,658,11.14,21,13,14
177,660,11.59,29,16,24
177,663,4.19,14,6,11
177,752,3.13,6,2,3
177,772,10.12,15,8,14
177,775,11.06,31,19,25
177,784,10.88,14,7,11
177,796,4.6,3,2,4
177,817,6.6,10,6,8
177,869,2.7,7,3,4
177,883,10.58,9,7,9
177,885,8.01,15,10,16
177,900,9.03,20,12,18
177,909,6.56,21,10,17
177,921,10.56,27,15,24
177,924,10.97,22,15,18
177,926,8.97,27,17,21
178,184,6.78,9,7,7
178,190,4.45,9,3,5
178,264,4.46,7,4,8
178,270,11.23,29,16,16
178,294,12.0,25,13,20
178,309,11.81,13,9,10
178,311,6.45,9,5,5
178,318,8.37,18,16,21
178,332,10.82,14,6,9
178,362,10.29,30,14,26
178,382,2.29,6,3,5
178,406,9.64,17,10,10
178,422,3.54,4,4,5
178,448,9.69,13,8,8
178,467,7.4,14,9,16
178,508,11.49,26,19,19
178,551,8.95,12,7,13
178,563,8.14,17,9,10
178,573,11.61,40,24,30
178,574,11.01,20,12,18
178,597,10.89,19,16,21
178,604,7.66,14,10,11
178,629,8.76,13,8,13
178,633,3.13,8,4,4
178,642,10.05,12,12,14
178,681,10.19,17,11,13
178,741,3.63,4,3,4
178,782,10.64,29,16,18
178,783,5.16,4,3,4
178,793,8.83,10,6,8
178,794,9.42,31,13,18
178,825,4.33,6,4,5
178,831,6.84,13,6,9
178,877,9.99,16,11,14
178,919,3.53,5,3,4
178,933,4.59,9,5,7
178,962,8.41,19,11,17
179,186,7.89,13,10,11
179,247,10.15,21,16,21
179,293,11.98,29,16,20
179,347,1.41,3,1,1
179,357,8.03,16,8,14
179,396,3.21,6,3,4
179,405,3.53,12,5,9
179,423,8.0,14,9,11
179,463,8.47,12,7,7
179,469,2.36,3,1,2
179,471,7.58,21,14,14
179,494,8.75,13,9,8
179,569,7.09,13,8,9
179,594,5.08,10,6,6
179,670,10.79,32,20,20
179,706,6.5,14,9,16
179,710,10.14,22,12,14
179,715,9.9,20,17,18
179,837,3.4,5,4,5
179,857,11.02,22,15,19
179,866,1.04,2,1,1
179,889,2.4,4,3,3
179,896,1.25,3,2,2
179,907,4.22,6,5,5
180,197,2.86,8,5,6
180,206,7.52,16,9,16
180,245,8.05,21,15,16
180,254,3.96,5,3,3
180,255,10.2,13,8,9
180,267,0.47,1,1,1
180,328,8.18,24,13,18
180,345,8.7,11,6,7
180,361,5.64,6,3,5
180,363,8.14,22,16,14
180,376,9.25,10,7,7
180,409,4.74,12,6,11
180,426,9.58,21,15,21
180,437,10.11,23,13,19
180,464,1.66,3,1,2
180,503,4.76,9,4,7
180,506,7.68,16,9,12
180,509,4.05,6,2,5
180,512,6.89,11,5,7
180,542,5.66,9,6,7
180,556,7.33,10,6,6
180,608,9.65,27,13,16
180,625,9.9,11,5,9
180,748,7.69,10,7,12
180,758,2.82,3,2,3
180,799,9.41,22,11,14
180,809,6.96,11,9,11
180,821,2.46,7,3,5
180,829,1.16,1,1,1
180,841,7.0,16,8,14
180,854,10.68,15,9,10
180,873,7.26,9,6,9
180,892,5.33,15,11,12
180,906,2.82,8,5,7
180,908,5.47,14,10,15
180,925,11.56,38,18,32
180,945,7.72,15,12,16
180,955,8.15,23,13,13
180,966,3.89,7,3,5
180,994,7.0,16,9,9
181,233,8.89,21,15,23
181,284,11.3,10,8,9
181,286,2.22,3,2,3
181,294,7.76,22,17,22
181,318,11.45,27,16,15
181,350,6.22,12,6,8
181,365,7.15,16,13,14
181,395,5.16,11,5,7
181,429,2.75,5,3,4
181,438,10.43,16,14,18
181,443,6.75,10,7,8
181,454,4.81,5,4,4
181,455,9.25,13,9,14
181,496,4.28,5,3,4
181,525,10.1,23,10,16
181,529,7.68,17,9,15
181,578,7.95,10,6,5
181,588,7.68,19,10,14
181,600,1.65,4,2,2
181,629,11.29,16,9,13
181,632,7.58,17,11,18
181,652,11.74,13,10,15
181,655,6.25,10,6,8
181,666,9.86,18,9,12
181,671,4.77,7,4,6
181,688,7.71,16,8,14
181,714,11.01,20,8,11
181,719,0.98,1,1,1
181,726,7.41,22,14,16
181,727,3.08,4,2,3
181,743,10.82,13,8,15
181,755,1.74,5,2,4
181,773,8.67,13,5,8
181,790,6.21,14,7,8
181,792,10.08,16,9,13
181,793,11.36,34,20,22
181,816,6.48,19,12,17
181,827,11.26,16,8,14
181,828,8.23,12,8,10
181,853,9.12,24,15,20
181,864,8.55,17,8,14
181,868,3.03,4,2,4
181,939,2.07,3,2,2
181,956,11.89,33,16,20
181,960,9.07,26,14,18
181,987,6.68,11,6,8
182,195,5.07,4,3,5
182,213,9.1,20,16,15
182,256,10.74,22,18,19
182,259,3.57,8,6,5
182,280,10.79,18,9,14
182,290,8.56,10,5,8
182,344,10.35,26,14,15
182,348,7.43,23,12,17
182,368,5.51,16,10,9
182,493,3.75,4,2,4
182,549,5.61,9,6,11
182,567,4.64,7,4,7
182,577,8.57,15,10,8
182,607,11.9,11,8,13
182,662,11.29,14,7,10
182,713,5.78,16,8,13
182,724,0.61,1,1,1
182,739,11.42,30,17,16
182,795,9.2,10,7,7
182,859,8.09,14,8,8
182,880,6.22,8,4,7
182,965,7.09,10,6,8
182,993,3.46,5,2,4
182,999,7.02,17,12,13
183,207,6.04,7,5,6
183,214,11.58,34,17,29
183,241,10.32,26,17,19
183,242,10.34,23,15,17
183,306,4.73,14,7,12
183,360,8.2,15,10,12
183,377,7.99,14,10,11
183,390,7.28,6,6,7
183,404,11.74,28,23,26
183,416,11.04,24,14,19
183,452,10.09,10,7,9
183,477,11.29,21,16,15
183,487,7.35,7,5,6
183,539,11.69,20,13,17
183,560,3.9,5,3,4
183,624,2.36,4,2,3
183,645,6.93,17,10,13
183,687,9.4,14,10,15
183,700,3.24,6,5,5
183,740,11.67,21,14,18
183,742,3.64,8,5,7
183,839,7.57,17,11,16
183,858,10.35,17,10,13
183,860,5.8,15,8,12
183,867,8.19,15,11,13
183,895,11.09,28,16,20
183,931,11.57,25,15,21
183,947,10.15,15,12,16
183,985,4.83,14,6,12
184,190,4.98,14,9,12
184,264,9.66,11,6,8
184,286,11.75,10,7,11
184,294,5.84,6,4,5
184,309,9.38,12,8,9
184,318,1.98,2,1,2
184,341,6.73,11,8,14
184,350,11.16,22,17,25
184,362,11.19,34,19,23
184,365,11.07,29,19,27
184,382,8.14,16,8,9
184,395,8.16,18,16,16
184,406,3.37,7,3,5
184,422,9.28,18,13,16
184,443,8.69,18,11,14
184,467,7.88,15,13,17
184,496,11.18,13,9,14
184,508,10.09,11,7,11
184,551,3.15,6,3,4
184,563,9.11,15,9,11
184,597,11.64,30,17,19
184,604,1.09,2,1,3
184,629,2.03,2,1,2
184,633,5.15,10,5,8
184,688,8.34,19,15,20
184,741,8.79,20,13,19
184,782,9.76,24,14,17
184,783,8.74,18,10,13
184,790,7.09,20,14,18
184,793,4.31,8,5,6
184,816,8.96,16,15,14
184,825,2.57,5,3,4
184,868,10.88,25,12,21
184,919,5.38,12,8,9
184,933,8.49,21,13,19
184,956,9.68,19,13,20
184,962,3.85,7,5,8
184,987,10.39,24,11,19
185,243,8.9,14,8,12
185,277,7.99,18,15,18
185,279,7.73,15,8,13
185,303,9.64,22,11,18
185,313,4.77,9,5,7
185,384,2.89,7,4,5
185,502,8.82,23,13,12
185,540,4.14,9,4,5
185,541,10.04,20,17,21
185,580,9.89,20,12,15
185,590,8.34,12,7,11
185,613,6.79,13,11,13
185,617,11.51,29,19,15
185,747,8.85,13,10,17
185,781,7.65,15,8,10
185,787,6.14,9,6,5
185,852,6.96,22,15,15
185,879,7.73,15,10,15
185,910,11.56,38,18,24
185,996,7.68,13,9,11
186,347,6.88,11,5,9
186,357,4.68,9,4,6
186,372,10.95,25,14,24
186,396,11.08,23,19,25
186,405,7.96,16,8,14
186,463,6.54,7,4,5
186,469,10.01,14,9,12
186,471,10.08,20,15,23
186,494,6.98,15,9,10
186,498,6.22,10,7,11
186,569,7.13,22,13,18
186,706,7.19,16,10,12
186,709,8.54,18,8,14
186,710,4.94,8,5,5
186,751,8.78,20,14,23
186,762,5.93,13,7,7
186,765,4.27,5,3,4
186,807,7.27,20,11,12
186,837,5.74,19,11,14
186,857,4.17,6,3,4
186,866,7.3,13,10,10
186,889,6.74,19,8,11
186,896,8.13,13,8,8
186,904,6.7,14,6,10
186,907,8.74,14,7,8
187,194,7.34,10,8,7
187,237,9.84,17,11,12
187,243,8.98,23,13,23
187,273,10.97,12,11,14
187,293,7.74,9,5,5
187,305,11.05,26,16,20
187,313,11.11,23,17,28
187,331,11.99,12,9,13
187,391,8.32,19,16,20
187,398,6.99,21,11,14
187,423,10.62,15,13,17
187,480,11.92,31,19,24
187,502,11.41,21,11,15
187,518,5.88,12,8,9
187,541,10.18,33,22,22
187,580,5.06,15,7,11
187,590,10.06,15,8,8
187,596,7.05,7,6,8
187,603,5.08,5,4,4
187,613,9.45,23,13,17
187,617,2.9,8,4,5
187,626,6.87,14,9,13
187,670,8.2,14,11,12
187,705,9.98,22,14,15
187,734,3.81,8,4,5
187,747,8.94,10,6,11
187,756,3.84,8,5,5
187,779,10.92,31,16,28
187,788,10.43,27,18,17
187,811,8.03,26,13,15
187,833,8.72,23,14,17
187,840,9.45,24,19,22
187,843,4.3,8,4,5
187,852,10.12,27,16,23
187,886,4.19,6,3,5
187,910,7.54,6,6,9
187,916,5.33,17,7,12
187,936,10.34,29,17,21
187,996,9.46,25,13,23
188,192,8.77,19,10,11
188,200,11.54,13,7,10
188,224,6.36,12,8,8
188,238,8.44,13,9,13
188,265,5.8,15,8,9
188,287,4.84,9,5,6
188,326,4.56,11,9,10
188,327,6.32,15,8,15
188,335,10.43,26,12,21
188,340,8.48,24,10,13
188,379,11.75,30,18,26
188,399,11.52,19,10,11
188,444,9.6,14,8,13
188,497,7.85,9,4,6
188,505,7.58,14,11,18
188,513,10.66,18,11,16
188,517,10.07,21,16,16
188,519,5.07,5,3,3
188,599,5.52,6,4,4
188,649,10.62,27,19,21
188,658,9.74,18,10,14
188,695,9.11,16,9,10
188,699,6.96,14,8,10
188,720,6.59,15,11,10
188,737,4.79,13,7,11
188,770,11.53,17,9,13
188,798,11.15,21,12,18
188,824,6.74,6,4,6
188,850,9.38,19,8,15
188,890,11.4,31,17,23
188,909,11.75,21,14,19
188,922,7.64,17,14,19
188,938,4.61,5,3,3
188,979,7.97,7,5,6
188,981,10.76,19,10,13
189,201,8.86,19,10,18
189,249,5.27,6,5,7
189,289,5.94,5,4,5
189,334,11.58,24,23,24
189,335,10.95,15,11,15
189,353,3.47,7,3,5
189,367,6.62,14,9,14
189,373,2.6,2,2,2
189,397,1.96,5,3,5
189,399,7.14,11,7,9
189,404,11.49,33,21,23
189,419,8.67,21,16,19
189,460,5.06,7,4,5
189,468,11.62,20,11,17
189,486,4.44,9,6,9
189,491,10.46,35,21,27
189,520,11.65,23,12,14
189,534,5.09,6,4,6
189,537,6.69,20,11,14
189,553,11.79,11,6,8
189,558,7.31,20,11,17
189,586,5.75,9,4,8
189,595,9.99,26,14,15
189,598,11.44,19,14,20
189,614,8.12,28,14,16
189,620,3.36,7,5,6
189,653,5.89,16,10,15
189,665,10.2,21,14,21
189,676,7.08,19,12,13
189,711,7.5,17,12,12
189,753,5.53,13,8,6
189,776,4.16,8,4,5
189,800,11.66,12,10,12
189,812,6.22,5,3,5
189,819,9.3,13,6,13
189,820,6.01,14,8,8
189,845,9.04,22,13,12
189,846,8.89,29,14,16
189,850,11.4,21,11,21
189,915,11.62,28,19,22
189,959,10.96,17,14,19
189,969,8.32,20,10,16
189,990,6.68,11,8,9
190,264,8.82,14,9,15
190,270,11.34,20,16,18
190,294,10.81,17,14,18
190,309,7.4,13,6,10
190,311,10.87,29,15,21
190,318,6.95,8,6,8
190,341,8.11,24,14,19
190,362,6.92,11,9,10
190,382,4.32,6,3,5
190,406,6.49,9,6,6
190,422,5.08,8,7,6
190,448,11.31,16,12,15
190,467,3.57,9,5,7
190,551,5.58,6,3,5
190,563,11.15,12,8,10
190,574,11.66,18,12,19
190,597,7.47,15,7,8
190,604,5.28,12,8,13
190,629,6.86,11,9,8
190,633,1.31,3,2,3
190,741,7.94,14,8,9
190,782,6.5,11,8,11
190,783,9.05,29,17,16
190,790,11.93,23,15,19
190,793,8.84,9,6,10
190,794,11.45,25,16,28
190,825,4.09,4,4,4
190,831,10.35,19,13,20
190,877,8.48,23,14,16
190,919,6.1,9,6,8
190,933,8.54,11,9,11
190,956,11.74,13,8,10
190,962,4.52,12,8,9
191,231,8.53,10,6,9
191,235,3.39,6,3,4
191,238,11.16,27,20,19
191,300,3.47,9,5,7
191,304,9.08,31,13,25
191,308,4.32,6,3,5
191,327,11.21,27,15,16
191,358,8.06,10,7,12
191,359,6.81,10,6,8
191,370,11.6,17,12,17
191,440,4.56,9,4,7
191,481,6.59,16,11,16
191,484,6.09,11,7,8
191,528,4.18,4,2,4
191,565,8.59,12,7,6
191,605,6.76,11,8,6
191,612,11.33,16,12,11
191,619,5.45,16,8,13
191,637,9.02,17,8,9
191,660,2.83,3,2,3
191,663,10.67,22,13,19
191,664,4.59,10,8,7
191,695,10.03,27,16,15
191,752,8.83,14,7,7
191,754,6.36,13,8,8
191,775,9.17,12,6,8
191,784,9.96,16,9,17
191,796,9.94,28,13,24
191,802,7.13,12,6,7
191,817,8.17,18,14,15
191,898,11.16,12,7,10
191,917,5.2,6,4,8
191,918,7.82,12,7,11
191,961,9.47,32,16,17
192,221,10.92,12,6,7
192,238,4.2,11,6,9
192,278,7.0,6,4,6
192,296,7.72,13,11,15
192,326,7.14,16,10,11
192,327,5.56,6,5,5
192,340,6.31,14,10,12
192,352,11.87,16,9,12
192,358,11.73,14,9,14
192,359,11.68,19,15,15
192,381,7.57,15,8,13
192,444,2.49,3,2,3
192,479,5.71,9,7,10
192,491,11.98,19,10,11
192,492,6.67,11,8,8
192,505,4.01,12,7,8
192,517,4.51,7,5,4
192,523,9.34,19,14,21
192,532,6.47,12,8,10
192,605,10.89,23,13,13
192,649,3.03,3,1,2
192,658,1.28,1,1,1
192,720,7.11,10,6,8
192,737,5.05,11,7,10
192,752,9.63,17,8,11
192,796,7.16,17,10,10
192,798,6.23,14,9,10
192,850,9.29,13,8,11
192,883,11.11,36,19,25
192,900,8.59,10,5,6
192,909,4.51,8,3,5
192,915,11.54,21,15,14
192,938,10.16,13,10,17
192,979,2.18,4,2,2
193,215,10.39,28,18,18
193,253,9.93,34,14,25
193,257,9.9,24,21,22
193,261,11.16,31,17,18
193,262,9.02,21,13,18
193,274,9.73,13,7,10
193,292,10.89,23,12,19
193,295,11.6,25,20,27
193,343,9.71,18,16,18
193,355,1.59,2,2,2
193,380,9.36,22,12,18
193,387,10.2,23,14,28
193,388,10.37,17,12,19
193,403,10.06,10,6,7
193,428,7.53,17,12,10
193,445,7.6,9,5,6
193,458,8.82,12,7,10
193,459,11.61,23,15,24
193,466,5.1,13,8,11
193,499,7.63,13,8,12
193,516,11.25,27,17,15
193,611,9.51,20,13,19
193,616,11.97,34,16,17
193,631,4.25,7,4,5
193,673,11.18,38,20,30
193,677,10.32,17,10,12
193,697,6.75,11,6,6
193,698,3.25,6,4,4
193,746,7.53,25,12,17
193,766,8.1,18,11,13
193,769,7.21,22,14,15
193,856,6.59,19,11,13
193,861,5.44,6,3,5
193,876,11.53,20,14,20
193,901,10.38,14,6,9
193,932,6.19,11,6,7
193,940,8.5,9,8,10
193,942,6.7,12,7,9
193,952,8.96,12,10,11
193,988,1.82,4,2,4
193,991,5.2,12,6,7
194,217,10.15,20,18,21
194,227,6.52,7,5,5
194,237,2.86,2,1,2
194,273,4.67,4,3,3
194,281,11.79,23,14,16
194,305,5.67,14,9,10
194,331,7.19,17,8,10
194,391,7.63,16,15,19
194,480,7.61,14,8,8
194,518,11.83,23,15,15
194,596,8.09,13,8,10
194,603,8.14,10,9,8
194,612,8.74,14,7,10
194,617,9.42,14,11,13
194,626,1.32,2,1,2
194,670,11.27,18,11,12
194,718,11.72,14,11,15
194,734,3.55,4,3,4
194,749,10.85,36,19,28
194,756,3.91,8,7,7
194,767,10.04,23,12,18
194,779,10.43,31,20,22
194,788,8.11,23,10,19
194,833,4.72,9,4,5
194,835,10.91,21,15,24
194,840,3.55,5,3,4
194,843,3.48,6,3,3
194,849,7.46,20,15,18
194,886,7.79,11,4,7
194,898,11.9,23,19,22
194,910,10.33,21,15,14
194,912,11.79,9,8,7
194,916,9.44,22,9,11
194,936,6.07,7,3,4
194,972,11.46,12,7,9
195,213,5.26,16,10,11
195,256,10.6,9,6,9
195,259,7.94,15,7,8
195,290,4.22,9,6,8
195,348,6.68,16,10,14
195,354,11.13,14,7,11
195,368,2.03,2,1,2
195,483,10.2,16,7,14
195,493,8.26,23,14,13
195,549,9.42,25,16,21
195,561,11.87,19,15,14
195,567,6.99,11,6,9
195,577,5.53,12,7,9
195,582,7.58,18,11,17
195,607,8.4,25,14,20
195,635,7.9,10,7,11
195,713,3.11,4,3,4
195,721,10.38,17,13,13
195,724,5.22,17,8,13
195,732,11.82,9,6,11
195,739,8.68,11,5,10
195,795,4.63,10,7,11
195,859,3.06,7,4,5
195,870,8.06,15,12,17
